,min,avg,season,team
7,11.79,3.6,2014.0,Oklahoma City Thunder
8,13.18,2.5,2013.0,Oklahoma City Thunder
9,12.1,-6.1,2012.0,Oklahoma City Thunder
10,13.16,3.8,2011.0,Oklahoma City Thunder
11,12.42,-13.6,2010.0,Oklahoma City Thunder
12,11.5,-2.4,2009.0,Oklahoma City Thunder
13,13.59,7.4,2008.0,Oklahoma City Thunder
14,15.93,-13.0,2007.0,Oklahoma City Thunder
15,12.87,5.4,2006.0,Oklahoma City Thunder
16,10.72,-2.1,2005.0,Oklahoma City Thunder
17,9.21,-18.3,2004.0,Oklahoma City Thunder
18,11.95,4.5,2003.0,Oklahoma City Thunder
19,13.33,5.8,2002.0,Oklahoma City Thunder
20,13.16,8.0,2001.0,Oklahoma City Thunder
21,13.09,-6.2,2000.0,Oklahoma City Thunder
22,14.26,5.2,1999.0,Oklahoma City Thunder
23,18.73,0.4,1998.0,Oklahoma City Thunder
24,14.13,7.7,1997.0,Oklahoma City Thunder
25,13.52,3.0,1996.0,Oklahoma City Thunder
26,12.93,1.5,1995.0,Oklahoma City Thunder
27,13.04,2.6,1994.0,Oklahoma City Thunder
28,12.72,2.2,1993.0,Oklahoma City Thunder
29,11.96,-0.6,1992.0,Oklahoma City Thunder
30,10.72,-0.4,1991.0,Oklahoma City Thunder
31,13.41,8.2,1990.0,Oklahoma City Thunder
32,12.41,2.6,1989.0,Oklahoma City Thunder
33,11.68,4.7,1988.0,Oklahoma City Thunder
34,14.19,10.4,1987.0,Oklahoma City Thunder
35,13.02,0.2,1986.0,Oklahoma City Thunder
36,13.65,3.2,1985.0,Oklahoma City Thunder
37,13.28,6.4,1984.0,Oklahoma City Thunder
38,13.2,8.2,1983.0,Oklahoma City Thunder
39,11.89,6.4,1982.0,Oklahoma City Thunder
0,12.74,3.7,2021.0,Portland Trail Blazers
1,13.47,-0.9,2020.0,Portland Trail Blazers
2,13.17,6.7,2019.0,Portland Trail Blazers
3,13.51,1.3,2018.0,Portland Trail Blazers
4,15.12,4.9,2017.0,Portland Trail Blazers
5,13.54,4.9,2016.0,Portland Trail Blazers
6,11.86,-2.7,2015.0,Portland Trail Blazers
7,13.22,8.2,2014.0,Portland Trail Blazers
8,12.61,2.1,2013.0,Portland Trail Blazers
9,11.09,2.4,2012.0,Portland Trail Blazers
10,14.24,6.0,2011.0,Portland Trail Blazers
11,10.58,0.0,2010.0,Portland Trail Blazers
12,13.3,-11.5,2009.0,Portland Trail Blazers
13,13.19,-8.4,2008.0,Portland Trail Blazers
14,12.96,4.7,2007.0,Portland Trail Blazers
15,11.44,0.0,2006.0,Portland Trail Blazers
16,12.46,6.2,2005.0,Portland Trail Blazers
17,12.68,-0.2,2004.0,Portland Trail Blazers
18,11.55,-20.4,2003.0,Portland Trail Blazers
19,13.67,-1.7,2002.0,Portland Trail Blazers
20,13.63,6.5,2001.0,Portland Trail Blazers
21,15.44,9.8,2000.0,Portland Trail Blazers
22,14.06,6.8,1999.0,Portland Trail Blazers
23,16.41,-11.7,1998.0,Portland Trail Blazers
24,10.06,-15.1,1997.0,Portland Trail Blazers
25,12.64,5.0,1996.0,Portland Trail Blazers
26,12.49,6.7,1995.0,Portland Trail Blazers
27,14.31,5.4,1994.0,Portland Trail Blazers
28,12.76,4.9,1993.0,Portland Trail Blazers
29,12.79,1.7,1992.0,Portland Trail Blazers
30,13.48,6.0,1991.0,Portland Trail Blazers
31,14.52,8.3,1990.0,Portland Trail Blazers
32,13.69,7.7,1989.0,Portland Trail Blazers
33,11.51,-7.6,1988.0,Portland Trail Blazers
34,11.28,-1.0,1987.0,Portland Trail Blazers
35,14.52,-0.9,1986.0,Portland Trail Blazers
36,13.15,-4.3,1985.0,Portland Trail Blazers
37,14.29,6.9,1984.0,Portland Trail Blazers
38,13.98,7.6,1983.0,Portland Trail Blazers
39,13.24,5.0,1982.0,Portland Trail Blazers
