id,team,standing,percentage,season,diff_standing,diff_percentage,min_per,avg_per,DPOY,MIP,SMOY,COY
704,"Utah Jazz",1,0.78,1997,2,0.109,6.9,14.74,0,0,0,0
735,"Utah Jazz",3,0.671,1996,0,-0.061,-9.1,12.92,0,0,0,0
762,"Utah Jazz",3,0.732,1995,2,0.086,4.4,13.04,0,0,0,0
842,"Utah Jazz",2,0.671,1992,3,0.012,4.9,12.79,0,0,0,0
898,"Utah Jazz",4,0.671,1990,-2,0.049,6,12.21,0,0,0,0
993,"Utah Jazz",5,0.512,1986,1,0.012,7.8,13.95,0,0,0,0
1034,"Utah Jazz",2,0.549,1984,8,0.183,1.5,12.18,0,0,0,1
1065,"Utah Jazz",10,0.366,1983,1,0.061,7.6,13.75,0,0,0,0
1089,"Utah Jazz",11,0.305,1982,0,-0.036,5.9,13.55,0,0,0,0
454,"Utah Jazz",9,0.5,2006,5,0.183,-8.3,10.88,0,0,0,0
488,"Utah Jazz",14,0.317,2005,-5,-0.195,5.2,12.45,0,0,0,0
512,"Utah Jazz",9,0.512,2004,-2,-0.061,-1.5,12.06,0,0,0,0
592,"Utah Jazz",4,0.646,2001,-2,-0.025,5.4,12.96,0,0,0,0
791,"Utah Jazz",5,0.646,1994,1,0.073,-3.2,12.97,0,0,0,0
819,"Utah Jazz",6,0.573,1993,-4,-0.098,-17,13.23,0,0,0,0
872,"Utah Jazz",5,0.659,1991,-1,-0.012,1.7,13.2,0,0,0,0
921,"Utah Jazz",2,0.622,1989,3,0.049,-20.2,10.67,1,0,0,0
947,"Utah Jazz",5,0.573,1988,-1,0.036,-24.7,8.46,0,0,0,0
969,"Utah Jazz",4,0.537,1987,1,0.025,-10.6,11.02,0,0,0,0
1016,"Utah Jazz",6,0.5,1985,-4,-0.049,5.1,12.15,1,0,0,0
464,"Washington Wizards",5,0.512,2006,0,-0.037,3.1,12.25,0,0,0,0
494,"Washington Wizards",5,0.549,2005,8,0.244,8.1,12.67,0,0,0,0
530,"Washington Wizards",13,0.305,2004,-4,-0.146,3.1,12.16,0,0,0,0
554,"Washington Wizards",9,0.451,2003,1,0,-13.4,11.29,0,0,0,0
583,"Washington Wizards",10,0.451,2002,4,0.219,8.3,13.51,0,0,0,0
616,"Washington Wizards",14,0.232,2001,-1,-0.122,10.7,14.36,0,0,0,0
644,"Washington Wizards",13,0.354,2000,0,-0.006,8.1,13.47,0,0,0,0
673,"Washington Wizards",13,0.36,1999,-4,-0.152,4.4,13.36,0,0,0,0
23,"Washington Wizards",8,0.472,2021,1,0.125,-20.4,11.72,0,0,0,0
54,"Washington Wizards",9,0.347,2020,2,-0.043,-40.6,10.27,0,0,0,0
86,"Washington Wizards",11,0.39,2019,-3,-0.134,6.1,12.76,0,0,0,0
113,"Washington Wizards",8,0.524,2018,-4,-0.074,-4.5,13.73,0,0,0,0
139,"Washington Wizards",4,0.598,2017,6,0.098,8.8,14.03,0,0,0,0
175,"Washington Wizards",10,0.5,2016,-5,-0.061,1.1,12.05,0,0,0,0
200,"Washington Wizards",5,0.561,2015,0,0.024,5.4,12.88,0,0,0,0
228,"Washington Wizards",5,0.537,2014,7,0.183,-3.6,11.26,0,0,0,0
264,"Washington Wizards",12,0.354,2013,2,0.051,6,12.48,0,0,0,0
296,"Washington Wizards",14,0.303,2012,-1,0.023,0.2,10.95,0,0,0,0
325,"Washington Wizards",13,0.28,2011,1,-0.037,-13.1,11.93,0,0,0,0
356,"Washington Wizards",14,0.317,2010,1,0.085,1.1,11.19,0,0,0,0
386,"Washington Wizards",15,0.232,2009,-10,-0.292,-0.2,12.59,0,0,0,0
405,"Washington Wizards",5,0.524,2008,2,0.024,6.9,13.09,0,0,0,0
437,"Washington Wizards",7,0.5,2007,-2,-0.012,6.6,14.06,0,0,0,0
